#chromosome	arm	band	iscn_start	iscn_stop	bp_start	bp_stop	stain	density	bases
10	p	15.1d	390	449	4380001	4960000	gneg		580000
10	p	15.1c	450	510	4960001	5540000	gneg		580000
10	p	15.1b	511	570	5540001	6120000	gneg		580000
10	p	15.1a	571	630	6120001	6700000	gneg		580000
10	p	14	630	917	6700000	12300000	gpos	75	5600001
10	p	14e	630	687	6700000	7820000	gpos	75	1120001
10	p	14d	688	745	7820001	8940000	gpos	75	1120000
10	p	14c	746	802	8940001	10060000	gpos	75	1120000
10	p	14b	803	860	10060001	11180000	gpos	75	1120000
10	p	14a	861	917	11180001	12300000	gpos	75	1120000
10	p	13	917	1175	12300000	17300000	gneg		5000001
10	p	13e	917	969	12300000	13300000	gneg		1000001
10	p	13d	970	1020	13300001	14300000	gneg		1000000
10	p	13c	1021	1072	14300001	15300000	gneg		1000000
10	p	13b	1073	1123	15300001	16300000	gneg		1000000
10	p	13a	1124	1175	16300001	17300000	gneg		1000000
10	p	12	1175	1891	17300000	28300000			11000001
10	p	12.3	1175	1604	17300000	22800000			5500001
10	p	12.33	1175	1361	17300000	19900000	gpos	75	2600001
10	p	12.33c	1175	1237	17300000	18166667	gpos	75	866668
10	p	12.33b	1238	1299	18166668	19033333	gpos	75	866666
10	p	12.33a	1300	1361	19033334	19900000	gpos	75	866667
10	p	12.32	1361	1432	19900000	20500000	gneg		600001
10	p	12.32a	1361	1432	19900000	20500000	gneg		600001
10	p	12.31	1432	1604	20500000	22800000	gpos	75	2300001
10	p	12.31c	1432	1489	20500000	21266667	gpos	75	766668
10	p	12.31b	1490	1547	21266668	22033333	gpos	75	766666
10	p	12.31a	1548	1604	22033334	22800000	gpos	75	766667
10	p	12.2	1604	1662	22800000	24100000	gneg		1300001
10	p	12.2a	1604	1662	22800000	24100000	gneg		1300001
10	p	12.1	1662	1891	24100000	28300000	gpos	50	4200001
10	p	12.1d	1662	1719	24100000	25150000	gpos	50	1050001
10	p	12.1c	1720	1777	25150001	26200000	gpos	50	1050000
10	p	12.1b	1778	1834	26200001	27250000	gpos	50	1050000
10	p	12.1a	1835	1891	27250001	28300000	gpos	50	1050000
10	p	11	1891	2621	28300000	40300000			12000001
10	p	11.2	1891	2406	28300000	38800000			10500001
10	p	11.23	1891	2063	28300000	31400000	gneg		3100001
10	p	11.23c	1891	1948	28300000	29333333	gneg		1033334
10	p	11.23b	1949	2006	29333334	30366667	gneg		1033334
10	p	11.23a	2007	2063	30366668	31400000	gneg		1033333
10	p	11.22	2063	2235	31400000	34500000	gpos	25	3100001
10	p	11.22c	2063	2120	31400000	32433333	gpos	25	1033334
10	p	11.22b	2121	2178	32433334	33466667	gpos	25	1033334
10	p	11.22a	2179	2235	33466668	34500000	gpos	25	1033333
10	p	11.21	2235	2406	34500000	38800000	gneg		4300001
10	p	11.21c	2235	2292	34500000	35933333	gneg		1433334
10	p	11.21b	2293	2349	35933334	37366667	gneg		1433334
10	p	11.21a	2350	2406	37366668	38800000	gneg		1433333
10	p	11.1	2406	2621	38800000	40300000	acen		1500001
10	p	11.1d	2406	2460	38800000	39175000	acen		375001
10	p	11.1c	2461	2514	39175001	39550000	acen		375000
10	p	11.1b	2515	2567	39550001	39925000	acen		375000
10	p	11.1a	2568	2621	39925001	40300000	acen		375000
10	cen		2621	2621	40300000	40300000			1
10	p	10	2621	2621	40300000	40300000			1
10	q		2621	8050	40300000	135374737			95074738
10	q	1	2621	3409	40300000	53300000			13000001
10	q	10	2621	2621	40300000	40300000			1
10	q	11	2621	3409	40300000	53300000			13000001
10	q	11.1	2621	2850	40300000	42100000	acen		1800001
10	q	11.1a	2621	2678	40300000	40750000	acen		450001
10	q	11.1b	2679	2736	40750001	41200000	acen		450000
10	q	11.1c	2737	2793	41200001	41650000	acen		450000
10	q	11.1d	2794	2850	41650001	42100000	acen		450000
10	q	11.2	2850	3409	42100000	53300000			11200001
10	q	11.21	2850	3051	42100000	46100000	gneg		4000001
10	q	11.21a	2850	2900	42100000	43100000	gneg		1000001
10	q	11.21b	2901	2951	43100001	44100000	gneg		1000000
10	q	11.21c	2952	3001	44100001	45100000	gneg		1000000
10	q	11.21d	3002	3051	45100001	46100000	gneg		1000000
10	q	11.22	3051	3252	46100000	50100000	gpos	25	4000001
10	q	11.22a	3051	3101	46100000	47100000	gpos	25	1000001
10	q	11.22b	3102	3152	47100001	48100000	gpos	25	1000000
10	q	11.22c	3153	3202	48100001	49100000	gpos	25	1000000
10	q	11.22d	3203	3252	49100001	50100000	gpos	25	1000000
10	q	11.23	3252	3409	50100000	53300000	gneg		3200001
10	q	11.23a	3252	3304	50100000	51166667	gneg		1066668
10	q	11.23b	3305	3357	51166668	52233333	gneg		1066666
10	q	11.23c	3358	3409	52233334	53300000	gneg		1066667
10	q	2	3409	8050	53300000	135374737			82074738
10	q	21	3409	4097	53300000	71300000			18000001
10	q	21.1	3409	3753	53300000	61200000	gpos	100	7900001
10	q	21.1a	3409	3466	53300000	54616667	gpos	100	1316668
10	q	21.1b	3467	3524	54616668	55933333	gpos	100	1316666
10	q	21.1c	3525	3581	55933334	57250000	gpos	100	1316667
10	q	21.1d	3582	3638	57250001	58566667	gpos	100	1316667
10	q	21.1e	3639	3696	58566668	59883333	gpos	100	1316666
10	q	21.1f	3697	3753	59883334	61200000	gpos	100	1316667
10	q	21.2	3753	3839	61200000	64800000	gneg		3600001
10	q	21.2a	3753	3796	61200000	63000000	gneg		1800001
10	q	21.2b	3797	3839	63000001	64800000	gneg		1800000
10	q	21.3	3839	4097	64800000	71300000	gpos	100	6500001
10	q	21.3a	3839	3891	64800000	66100000	gpos	100	1300001
10	q	21.3b	3892	3942	66100001	67400000	gpos	100	1300000
10	q	21.3c	3943	3994	67400001	68700000	gpos	100	1300000
10	q	21.3d	3995	4045	68700001	70000000	gpos	100	1300000
10	q	21.3e	4046	4097	70000001	71300000	gpos	100	1300000
10	q	22	4097	4970	71300000	82000000			10700001
10	q	22.1	4097	4469	71300000	74600000	gneg		3300001
10	q	22.1a	4097	4150	71300000	71771429	gneg		471430
10	q	22.1b	4151	4203	71771430	72242857	gneg		471428
10	q	22.1c	4204	4256	72242858	72714286	gneg		471429
10	q	22.1d	4257	4310	72714287	73185714	gneg		471428
10	q	22.1e	4311	4363	73185715	73657143	gneg		471429
10	q	22.1f	4364	4416	73657144	74128571	gneg		471428
10	q	22.1g	4417	4469	74128572	74600000	gneg		471429
10	q	22.2	4469	4655	74600000	77400000	gpos	50	2800001
10	q	22.2a	4469	4531	74600000	75533333	gpos	50	933334
10	q	22.2b	4532	4593	75533334	76466667	gpos	50	933334
10	q	22.2c	4594	4655	76466668	77400000	gpos	50	933333
10	q	22.3	4655	4970	77400000	82000000	gneg		4600001
10	q	22.3a	4655	4708	77400000	78166667	gneg		766668
10	q	22.3b	4709	4760	78166668	78933333	gneg		766666
10	q	22.3c	4761	4813	78933334	79700000	gneg		766667
10	q	22.3d	4814	4865	79700001	80466667	gneg		766667
10	q	22.3e	4866	4918	80466668	81233333	gneg		766666
10	q	22.3f	4919	4970	81233334	82000000	gneg		766667
10	q	23	4970	5887	82000000	98000000			16000001
10	q	23.1	4970	5200	82000000	87900000	gpos	100	5900001
10	q	23.1a	4970	5028	82000000	83475000	gpos	100	1475001
10	q	23.1b	5029	5085	83475001	84950000	gpos	100	1475000
10	q	23.1c	5086	5143	84950001	86425000	gpos	100	1475000
10	q	23.1d	5144	5200	86425001	87900000	gpos	100	1475000
10	q	23.2	5200	5331	87900000	89600000	gneg		1700001
10	q	23.2a	5200	5266	87900000	88750000	gneg		850001
10	q	23.2b	5267	5331	88750001	89600000	gneg		850000
10	q	23.3	5331	5887	89600000	98000000			8400001
10	q	23.31	5331	5558	89600000	92900000	gpos	75	3300001
10	q	23.31a	5331	5388	89600000	90425000	gpos	75	825001
10	q	23.31b	5389	5445	90425001	91250000	gpos	75	825000
10	q	23.31c	5446	5501	91250001	92075000	gpos	75	825000
10	q	23.31d	5502	5558	92075001	92900000	gpos	75	825000
10	q	23.32	5558	5672	92900000	94200000	gneg		1300001
10	q	23.32a	5558	5615	92900000	93550000	gneg		650001
10	q	23.32b	5616	5672	93550001	94200000	gneg		650000
10	q	23.33	5672	5887	94200000	98000000	gpos	50	3800001
10	q	23.33a	5672	5726	94200000	95150000	gpos	50	950001
10	q	23.33b	5727	5780	95150001	96100000	gpos	50	950000
10	q	23.33c	5781	5833	96100001	97050000	gpos	50	950000
10	q	23.33d	5834	5887	97050001	98000000	gpos	50	950000
10	q	24	5887	6374	98000000	105700000			7700001
10	q	24.1	5887	5973	98000000	99400000	gneg		1400001
10	q	24.1a	5887	5930	98000000	98700000	gneg		700001
10	q	24.1b	5931	5973	98700001	99400000	gneg		700000
10	q	24.2	5973	6131	99400000	102000000	gpos	50	2600001
10	q	24.2a	5973	6026	99400000	100266667	gpos	50	866668
10	q	24.2b	6027	6078	100266668	101133333	gpos	50	866666
10	q	24.2c	6079	6131	101133334	102000000	gpos	50	866667
10	q	24.3	6131	6374	102000000	105700000			3700001
10	q	24.31	6131	6202	102000000	103000000	gneg		1000001
10	q	24.31a	6131	6202	102000000	103000000	gneg		1000001
10	q	24.32	6202	6317	103000000	104900000	gpos	25	1900001
10	q	24.32a	6202	6260	103000000	103950000	gpos	25	950001
10	q	24.32b	6261	6317	103950001	104900000	gpos	25	950000
10	q	24.33	6317	6374	104900000	105700000	gneg		800001
10	q	24.33a	6317	6374	104900000	105700000	gneg		800001
10	q	25	6374	6890	105700000	119100000			13400001
10	q	25.1	6374	6646	105700000	111800000	gpos	100	6100001
10	q	25.1a	6374	6428	105700000	106920000	gpos	100	1220001
10	q	25.1b	6429	6483	106920001	108140000	gpos	100	1220000
10	q	25.1c	6484	6537	108140001	109360000	gpos	100	1220000
10	q	25.1d	6538	6592	109360001	110580000	gpos	100	1220000
10	q	25.1e	6593	6646	110580001	111800000	gpos	100	1220000
10	q	25.2	6646	6761	111800000	114900000	gneg		3100001
10	q	25.2a	6646	6704	111800000	113350000	gneg		1550001
10	q	25.2b	6705	6761	113350001	114900000	gneg		1550000
10	q	25.3	6761	6890	114900000	119100000	gpos	75	4200001
10	q	25.3a	6761	6826	114900000	117000000	gpos	75	2100001
10	q	25.3b	6827	6890	117000001	119100000	gpos	75	2100000
10	q	26	6890	8050	119100000	135374737			16274738
10	q	26.1	6890	7506	119100000	127400000			8300001
10	q	26.11	6890	7090	119100000	121700000	gneg		2600001
10	q	26.11a	6890	6940	119100000	119750000	gneg		650001
10	q	26.11b	6941	6990	119750001	120400000	gneg		650000
10	q	26.11c	6991	7040	120400001	121050000	gneg		650000
10	q	26.11d	7041	7090	121050001	121700000	gneg		650000
10	q	26.12	7090	7219	121700000	123100000	gpos	50	1400001
10	q	26.12a	7090	7155	121700000	122400000	gpos	50	700001
10	q	26.12b	7156	7219	122400001	123100000	gpos	50	700000
10	q	26.13	7219	7506	123100000	127400000	gneg		4300001
10	q	26.13a	7219	7276	123100000	123960000	gneg		860001
10	q	26.13b	7277	7334	123960001	124820000	gneg		860000
10	q	26.13c	7335	7391	124820001	125680000	gneg		860000
10	q	26.13d	7392	7449	125680001	126540000	gneg		860000
10	q	26.13e	7450	7506	126540001	127400000	gneg		860000
10	q	26.2	7506	7721	127400000	130500000	gpos	50	3100001
10	q	26.2a	7506	7560	127400000	128175000	gpos	50	775001
10	q	26.2b	7561	7614	128175001	128950000	gpos	50	775000
10	q	26.2c	7615	7667	128950001	129725000	gpos	50	775000
10	q	26.2d	7668	7721	129725001	130500000	gpos	50	775000
10	q	26.3	7721	8050	130500000	135374737	gneg		4874738
10	q	26.3a	7721	7776	130500000	131312456	gneg		812457
10	q	26.3b	7777	7831	131312457	132124912	gneg		812456
10	q	26.3c	7832	7885	132124913	132937369	gneg		812457
10	q	26.3d	7886	7940	132937370	133749825	gneg		812456
10	q	26.3e	7941	7995	133749826	134562281	gneg		812456
10	q	26.3f	7996	8050	134562282	135374737	gneg		812456
10	q	ter	8050	8051	135374738	135374738			1
11	p	ter	0	1	0	0			1
11	p		0	3035	1	52900000			52900000
11	p	1	0	3035	1	52900000			52900000
11	p	15	0	1246	1	21600000			21600000
11	p	15.5	0	230	1	2800000	gneg		2800000
11	p	15.5d	0	58	1	700001	gneg		700001
11	p	15.5c	59	115	700002	1400001	gneg		700000
11	p	15.5b	116	173	1400002	2100000	gneg		699999
11	p	15.5a	174	230	2100001	2800000	gneg		700000
11	p	15.4	230	461	2800000	10700000	gpos	50	7900001
11	p	15.4d	230	288	2800000	4775000	gpos	50	1975001
11	p	15.4c	289	346	4775001	6750000	gpos	50	1975000
11	p	15.4b	347	403	6750001	8725000	gpos	50	1975000
11	p	15.4a	404	461	8725001	10700000	gpos	50	1975000
11	p	15.3	461	745	10700000	12600000	gneg		1900001
11	p	15.3e	461	518	10700000	11080000	gneg		380001
11	p	15.3d	519	575	11080001	11460000	gneg		380000
11	p	15.3c	576	631	11460001	11840000	gneg		380000
11	p	15.3b	632	688	11840001	12220000	gneg		380000
11	p	15.3a	689	745	12220001	12600000	gneg		380000
11	p	15.2	745	935	12600000	16100000	gpos	50	3500001
11	p	15.2c	745	808	12600000	13766667	gpos	50	1166668
11	p	15.2b	809	872	13766668	14933333	gpos	50	1166666
11	p	15.2a	873	935	14933334	16100000	gpos	50	1166667
11	p	15.1	935	1246	16100000	21600000	gneg		5500001
11	p	15.1e	935	997	16100000	17200000	gneg		1100001
11	p	15.1d	998	1059	17200001	18300000	gneg		1100000
11	p	15.1c	1060	1122	18300001	19400000	gneg		1100000
11	p	15.1b	1123	1184	19400001	20500000	gneg		1100000
11	p	15.1a	1185	1246	20500001	21600000	gneg		1100000
11	p	14	1246	1775	21600000	31000000			9400001
11	p	14.3	1246	1490	21600000	26000000	gpos	100	4400001
11	p	14.3d	1246	1307	21600000	22700000	gpos	100	1100001
11	p	14.3c	1308	1368	22700001	23800000	gpos	100	1100000
11	p	14.3b	1369	1429	23800001	24900000	gpos	100	1100000
11	p	14.3a	1430	1490	24900001	26000000	gpos	100	1100000
11	p	14.2	1490	1545	26000000	27200000	gneg		1200001
11	p	14.2a	1490	1545	26000000	27200000	gneg		1200001
11	p	14.1	1545	1775	27200000	31000000	gpos	75	3800001
11	p	14.1d	1545	1603	27200000	28150000	gpos	75	950001
11	p	14.1c	1604	1660	28150001	29100000	gpos	75	950000
11	p	14.1b	1661	1718	29100001	30050000	gpos	75	950000
11	p	14.1a	1719	1775	30050001	31000000	gpos	75	950000
11	p	13	1775	2114	31000000	36400000	gneg		5400001
11	p	13f	1775	1832	31000000	31900000	gneg		900001
11	p	13e	1833	1888	31900001	32800000	gneg		900000
11	p	13d	1889	1945	32800001	33700000	gneg		900000
11	p	13c	1946	2001	33700001	34600000	gneg		900000
11	p	13b	2002	2058	34600001	35500000	gneg		900000
11	p	13a	2059	2114	35500001	36400000	gneg		900000
11	p	12	2114	2357	36400000	43400000	gpos	100	7000001
11	p	12d	2114	2175	36400000	38150000	gpos	100	1750001
11	p	12c	2176	2236	38150001	39900000	gpos	100	1750000
11	p	12b	2237	2296	39900001	41650000	gpos	100	1750000
11	p	12a	2297	2357	41650001	43400000	gpos	100	1750000
11	p	11	2357	3035	43400000	52900000			9500001
11	p	11.2	2357	2655	43400000	48800000	gneg		5400001
11	p	11.2e	2357	2417	43400000	44480000	gneg		1080001
11	p	11.2d	2418	2476	44480001	45560000	gneg		1080000
11	p	11.2c	2477	2536	45560001	46640000	gneg		1080000
11	p	11.2b	2537	2595	46640001	47720000	gneg		1080000
11	p	11.2a	2596	2655	47720001	48800000	gneg		1080000
11	p	11.1	2655	3035	48800000	52900000			4100001
11	p	11.12	2655	2872	48800000	51400000	gpos	75	2600001
11	p	11.12d	2655	2709	48800000	49450000	gpos	75	650001
11	p	11.12c	2710	2764	49450001	50100000	gpos	75	650000
11	p	11.12b	2765	2818	50100001	50750000	gpos	75	650000
11	p	11.12a	2819	2872	50750001	51400000	gpos	75	650000
11	p	11.11	2872	3035	51400000	52900000	acen		1500001
11	p	11.11c	2872	2926	51400000	51900000	acen		500001
11	p	11.11b	2927	2981	51900001	52400000	acen		500000
11	p	11.11a	2982	3035	52400001	52900000	acen		500000
11	cen		3035	3035	52900000	52900000			1
11	p	10	3035	3035	52900000	52900000			1
11	q		3035	7980	52900000	134452384			81552385
11	q	1	3035	5474	52900000	92300000			39400001
11	q	10	3035	3035	52900000	52900000			1
11	q	11	3035	3197	52900000	56400000	acen		3500001
11	q	11a	3035	3089	52900000	54066667	acen		1166668
11	q	11b	3090	3143	54066668	55233333	acen		1166666
11	q	11c	3144	3197	55233334	56400000	acen		1166667
11	q	12	3197	3685	56400000	63100000			6700001
11	q	12.1	3197	3414	56400000	59700000	gpos	75	3300001
11	q	12.1a	3197	3251	56400000	57225000	gpos	75	825001
11	q	12.1b	3252	3306	57225001	58050000	gpos	75	825000
11	q	12.1c	3307	3360	58050001	58875000	gpos	75	825000
11	q	12.1d	3361	3414	58875001	59700000	gpos	75	825000
11	q	12.2	3414	3550	59700000	61400000	gneg		1700001
11	q	12.2a	3414	3482	59700000	60550000	gneg		850001
11	q	12.2b	3483	3550	60550001	61400000	gneg		850000
11	q	12.3	3550	3685	61400000	63100000	gpos	25	1700001
11	q	12.3a	3550	3618	61400000	62250000	gpos	25	850001
11	q	12.3b	3619	3685	62250001	63100000	gpos	25	850000
11	q	13	3685	4877	63100000	76700000			13600001
11	q	13.1	3685	4037	63100000	67100000	gneg		4000001
11	q	13.1a	3685	3744	63100000	63766667	gneg		666668
11	q	13.1b	3745	3802	63766668	64433333	gneg		666666
11	q	13.1c	3803	3861	64433334	65100000	gneg		666667
11	q	13.1d	3862	3920	65100001	65766667	gneg		666667
11	q	13.1e	3921	3978	65766668	66433333	gneg		666666
11	q	13.1f	3979	4037	66433334	67100000	gneg		666667
11	q	13.2	4037	4186	67100000	69200000	gpos	25	2100001
11	q	13.2a	4037	4087	67100000	67800000	gpos	25	700001
11	q	13.2b	4088	4136	67800001	68500000	gpos	25	700000
11	q	13.2c	4137	4186	68500001	69200000	gpos	25	700000
11	q	13.3	4186	4512	69200000	70700000	gneg		1500001
11	q	13.3a	4186	4240	69200000	69450000	gneg		250001
11	q	13.3b	4241	4295	69450001	69700000	gneg		250000
11	q	13.3c	4296	4349	69700001	69950000	gneg		250000
11	q	13.3d	4350	4403	69950001	70200000	gneg		250000
11	q	13.3e	4404	4458	70200001	70450000	gneg		250000
11	q	13.3f	4459	4512	70450001	70700000	gneg		250000
11	q	13.4	4512	4688	70700000	74900000	gpos	50	4200001
11	q	13.4a	4512	4571	70700000	72100000	gpos	50	1400001
11	q	13.4b	4572	4629	72100001	73500000	gpos	50	1400000
11	q	13.4c	4630	4688	73500001	74900000	gpos	50	1400000
11	q	13.5	4688	4877	74900000	76700000	gneg		1800001
11	q	13.5a	4688	4751	74900000	75500000	gneg		600001
11	q	13.5b	4752	4814	75500001	76100000	gneg		600000
11	q	13.5c	4815	4877	76100001	76700000	gneg		600000
11	q	14	4877	5474	76700000	92300000			15600001
11	q	14.1	4877	5148	76700000	85300000	gpos	100	8600001
11	q	14.1a	4877	4931	76700000	78420000	gpos	100	1720001
11	q	14.1b	4932	4985	78420001	80140000	gpos	100	1720000
11	q	14.1c	4986	5040	80140001	81860000	gpos	100	1720000
11	q	14.1d	5041	5094	81860001	83580000	gpos	100	1720000
11	q	14.1e	5095	5148	83580001	85300000	gpos	100	1720000
11	q	14.2	5148	5257	85300000	87900000	gneg		2600001
11	q	14.2a	5148	5203	85300000	86600000	gneg		1300001
11	q	14.2b	5204	5257	86600001	87900000	gneg		1300000
11	q	14.3	5257	5474	87900000	92300000	gpos	100	4400001
11	q	14.3a	5257	5311	87900000	89000000	gpos	100	1100001
11	q	14.3b	5312	5366	89000001	90100000	gpos	100	1100000
11	q	14.3c	5367	5420	90100001	91200000	gpos	100	1100000
11	q	14.3d	5421	5474	91200001	92300000	gpos	100	1100000
11	q	2	5474	7980	92300000	134452384			42152385
11	q	21	5474	5690	92300000	96700000	gneg		4400001
11	q	21a	5474	5528	92300000	93400000	gneg		1100001
11	q	21b	5529	5582	93400001	94500000	gneg		1100000
11	q	21c	5583	5636	94500001	95600000	gneg		1100000
11	q	21d	5637	5690	95600001	96700000	gneg		1100000
11	q	22	5690	6300	96700000	110000000			13300001
11	q	22.1	5690	5934	96700000	101600000	gpos	100	4900001
11	q	22.1a	5690	5751	96700000	97925000	gpos	100	1225001
11	q	22.1b	5752	5812	97925001	99150000	gpos	100	1225000
11	q	22.1c	5813	5873	99150001	100375000	gpos	100	1225000
11	q	22.1d	5874	5934	100375001	101600000	gpos	100	1225000
11	q	22.2	5934	6070	101600000	102400000	gneg		800001
11	q	22.2a	5934	6002	101600000	102000000	gneg		400001
11	q	22.2b	6003	6070	102000001	102400000	gneg		400000
11	q	22.3	6070	6300	102400000	110000000	gpos	100	7600001
11	q	22.3a	6070	6128	102400000	104300000	gpos	100	1900001
11	q	22.3b	6129	6185	104300001	106200000	gpos	100	1900000
11	q	22.3c	6186	6243	106200001	108100000	gpos	100	1900000
11	q	22.3d	6244	6300	108100001	110000000	gpos	100	1900000
11	q	23	6300	7167	110000000	120700000			10700001
11	q	23.1	6300	6503	110000000	112800000	gneg		2800001
11	q	23.1a	6300	6351	110000000	110700000	gneg		700001
11	q	23.1b	6352	6402	110700001	111400000	gneg		700000
11	q	23.1c	6403	6452	111400001	112100000	gneg		700000
11	q	23.1d	6453	6503	112100001	112800000	gneg		700000
11	q	23.2	6503	6693	112800000	115400000	gpos	50	2600001
11	q	23.2a	6503	6566	112800000	113666667	gpos	50	866668
11	q	23.2b	6567	6630	113666668	114533333	gpos	50	866666
11	q	23.2c	6631	6693	114533334	115400000	gpos	50	866667
11	q	23.3	6693	7167	115400000	120700000	gneg		5300001
11	q	23.3a	6693	6752	115400000	116062500	gneg		662501
11	q	23.3b	6753	6812	116062501	116725000	gneg		662500
11	q	23.3c	6813	6871	116725001	117387500	gneg		662500
11	q	23.3d	6872	6930	117387501	118050000	gneg		662500
11	q	23.3e	6931	6989	118050001	118712500	gneg		662500
11	q	23.3f	6990	7049	118712501	119375000	gneg		662500
11	q	23.3g	7050	7108	119375001	120037500	gneg		662500
11	q	23.3h	7109	7167	120037501	120700000	gneg		662500
11	q	24	7167	7695	120700000	130300000			9600001
11	q	24.1	7167	7316	120700000	123500000	gpos	50	2800001
11	q	24.1a	7167	7217	120700000	121633333	gpos	50	933334
11	q	24.1b	7218	7266	121633334	122566667	gpos	50	933334
11	q	24.1c	7267	7316	122566668	123500000	gpos	50	933333
11	q	24.2	7316	7533	123500000	127400000	gneg		3900001
11	q	24.2a	7316	7370	123500000	124475000	gneg		975001
11	q	24.2b	7371	7425	124475001	125450000	gneg		975000
11	q	24.2c	7426	7479	125450001	126425000	gneg		975000
11	q	24.2d	7480	7533	126425001	127400000	gneg		975000
11	q	24.3	7533	7695	127400000	130300000	gpos	50	2900001
11	q	24.3a	7533	7587	127400000	128366667	gpos	50	966668
11	q	24.3b	7588	7641	128366668	129333333	gpos	50	966666
11	q	24.3c	7642	7695	129333334	130300000	gpos	50	966667
11	q	25	7695	7980	130300000	134452384	gneg		4152385
11	q	25a	7695	7752	130300000	131130477	gneg		830478
11	q	25b	7753	7809	131130478	131960954	gneg		830477
11	q	25c	7810	7866	131960955	132791430	gneg		830476
11	q	25d	7867	7923	132791431	133621907	gneg		830477
11	q	25e	7924	7980	133621908	134452384	gneg		830477
11	q	ter	7980	7981	134452385	134452385			1
12	p	ter	0	1	0	0			1
12	p		0	2015	1	35400000			35400000
12	p	1	0	2015	1	35400000			35400000
12	p	13	0	921	1	14800000			14800000
12	p	13.3	0	633	1	10000000			10000000
12	p	13.33	0	216	1	3100000	gneg		3100000
12	p	13.33d	0	54	1	775001	gneg		775001
12	p	13.33c	55	108	775002	1550001	gneg		775000
12	p	13.33b	109	162	1550002	2325000	gneg		774999
12	p	13.33a	163	216	2325001	3100000	gneg		775000
12	p	13.32	216	345	3100000	5300000	gpos	25	2200001
12	p	13.32b	216	281	3100000	4200000	gpos	25	1100001
12	p	13.32a	282	345	4200001	5300000	gpos	25	1100000
12	p	13.31	345	633	5300000	10000000	gneg		4700001
12	p	13.31e	345	403	5300000	6240000	gneg		940001
12	p	13.31d	404	460	6240001	7180000	gneg		940000
12	p	13.31c	461	518	7180001	8120000	gneg		940000
12	p	13.31b	519	575	8120001	9060000	gneg		940000
12	p	13.31a	576	633	9060001	10000000	gneg		940000
12	p	13.2	633	806	10000000	12600000	gpos	75	2600001
12	p	13.2c	633	691	10000000	10866667	gpos	75	866668
12	p	13.2b	692	748	10866668	11733333	gpos	75	866666
12	p	13.2a	749	806	11733334	12600000	gpos	75	866667
12	p	13.1	806	921	12600000	14800000	gneg		2200001
12	p	13.1b	806	864	12600000	13700000	gneg		1100001
12	p	13.1a	865	921	13700001	14800000	gneg		1100000
12	p	12	921	1526	14800000	26300000			11500001
12	p	12.3	921	1195	14800000	19900000	gpos	100	5100001
12	p	12.3e	921	976	14800000	15820000	gpos	100	1020001
12	p	12.3d	977	1031	15820001	16840000	gpos	100	1020000
12	p	12.3c	1032	1085	16840001	17860000	gpos	100	1020000
12	p	12.3b	1086	1140	17860001	18880000	gpos	100	1020000
12	p	12.3a	1141	1195	18880001	19900000	gpos	100	1020000
12	p	12.2	1195	1252	19900000	21200000	gneg		1300001
12	p	12.2a	1195	1252	19900000	21200000	gneg		1300001
12	p	12.1	1252	1526	21200000	26300000	gpos	100	5100001
12	p	12.1e	1252	1307	21200000	22220000	gpos	100	1020001
12	p	12.1d	1308	1362	22220001	23240000	gpos	100	1020000
12	p	12.1c	1363	1416	23240001	24260000	gpos	100	1020000
12	p	12.1b	1417	1471	24260001	25280000	gpos	100	1020000
12	p	12.1a	1472	1526	25280001	26300000	gpos	100	1020000
12	p	11	1526	2015	26300000	35400000			9100001
12	p	11.2	1526	1900	26300000	33200000			6900001
12	p	11.23	1526	1655	26300000	27700000	gneg		1400001
12	p	11.23b	1526	1591	26300000	27000000	gneg		700001
12	p	11.23a	1592	1655	27000001	27700000	gneg		700000
12	p	11.22	1655	1785	27700000	30600000	gpos	50	2900001
12	p	11.22b	1655	1720	27700000	29150000	gpos	50	1450001
12	p	11.22a	1721	1785	29150001	30600000	gpos	50	1450000
12	p	11.21	1785	1900	30600000	33200000	gneg		2600001
12	p	11.21b	1785	1843	30600000	31900000	gneg		1300001
12	p	11.21a	1844	1900	31900001	33200000	gneg		1300000
12	p	11.1	1900	2015	33200000	35400000	acen		2200001
12	p	11.1b	1900	1958	33200000	34300000	acen		1100001
12	p	11.1a	1959	2015	34300001	35400000	acen		1100000
12	cen		2015	2015	35400000	35400000			1
12	p	10	2015	2015	35400000	35400000			1
12	q		2015	7500	35400000	132349534			96949535
12	q	1	2015	4203	35400000	69800000			34400001
12	q	10	2015	2015	35400000	35400000			1
12	q	11	2015	2116	35400000	36500000	acen		1100001
12	q	11a	2015	2066	35400000	35950000	acen		550001
12	q	11b	2067	2116	35950001	36500000	acen		550000
12	q	12	2116	2562	36500000	44600000	gpos	100	8100001
12	q	12a	2116	2172	36500000	37512500	gpos	100	1012501
12	q	12b	2173	2228	37512501	38525000	gpos	100	1012500
12	q	12c	2229	2283	38525001	39537500	gpos	100	1012500
12	q	12d	2284	2339	39537501	40550000	gpos	100	1012500
12	q	12e	2340	2395	40550001	41562500	gpos	100	1012500
12	q	12f	2396	2451	41562501	42575000	gpos	100	1012500
12	q	12g	2452	2506	42575001	43587500	gpos	100	1012500
12	q	12h	2507	2562	43587501	44600000	gpos	100	1012500
12	q	13	2562	3498	44600000	56300000			11700001
12	q	13.1	2562	3210	44600000	53100000			8500001
12	q	13.11	2562	2706	44600000	47400000	gneg		2800001
